base_id,name,lat,lon,distance_km,travel_h,freshness_pct
82,玉溪春和现代花卉产业融合发展示范园,24.3982,102.522928,74.34,0.8145,92.18
83,红塔区斌秀花卉种植园,24.381216,102.537342,81.14,0.8549,91.81
84,红塔区傅氏花卉种植园,24.325028,102.495302,83.85,0.944,90.99
85,玉溪稳恒花卉种植农民专业合作社,24.353375,102.519975,79.12,0.8591,91.77
86,玉溪银斗花卉种植有限公司,24.415358,102.560651,72.73,0.8416,91.93
87,江川区祥和花卉种植基地,24.401993,102.797227,74.15,0.8115,92.21
88,万兵花卉种植基地,24.456916,102.544761,66.75,0.7186,93.07
89,阡陌缘花卉种植园,24.428778,102.779178,76.01,0.8632,91.73
90,荔椿花卉种植园,24.336475,102.578325,84.33,0.9141,91.26
91,天羽花卉基地,24.431924,102.809682,70.49,0.7771,92.52
92,玉溪市红塔区裕云风花卉种植基地,24.263454,102.505977,91.53,1.0066,90.42
93,花物语花卉种植基地,24.323011,102.50106,83.09,0.9185,91.22
94,玉溪红馨花卉种植基地,24.322096,102.488798,84.58,0.9684,90.77
95,红塔区铄铭花卉种植园,24.264894,102.50716,91.53,1.0066,90.42
96,江川区绿钻花卉种植园,24.387947,102.724328,93.07,1.167,88.98
97,手留余香花卉种植园,24.40197,102.575578,78.75,0.8948,91.44
98,玉溪市江川区硕果花卉经营农场,24.449988,102.822358,70.76,0.8006,92.31
99,玉溪市江川晨丰园花卉种植专业合作社,24.45698,102.817384,69.53,0.7473,92.8
100,玉溪明兰花卉产业有限公司,24.445248,102.438864,93.3,1.3013,87.8
101,阳宗镇智宇花卉种植园,24.816225,102.953075,40.04,0.5046,95.08
102,浩澄大花惠兰基地,24.404984,102.796982,73.59,0.7929,92.38
103,玉溪万裕花卉种植有限公司,24.382847,102.534008,74.66,0.7896,92.41
104,祺一花卉种植园,24.315508,102.514541,99.48,1.0392,90.13
105,清逸花卉种植基地,24.401872,102.797134,74.15,0.8115,92.21
106,建辉花卉种植有限公司,24.430609,102.56133,71.29,0.7975,92.33
107,秦和花卉,24.310544,102.628985,90.04,1.0145,90.35
108,正红盆景园,24.065703,102.757498,119.96,1.2971,87.84
109,万丰花卉种植基地,24.377875,102.515675,77.93,0.8977,91.41
110,四街镇丰华花卉种植园,24.175511,102.695765,106.76,1.1626,89.02
111,李棋街道-云斗花卉3号基地,24.376482,102.535497,75.26,0.7957,92.35
112,云伟花卉种植场,23.550279,102.033486,217.36,2.2168,80.12
113,红塔区禧卉花卉种植园,24.346125,102.517825,79.83,0.8826,91.55
114,忠浩花卉种植园,24.386804,102.716538,93.07,1.167,88.98
115,江川前卫明阳花卉种植园,24.384655,102.720821,93.07,1.167,88.98
116,红塔区德柱花卉种植园,24.380995,102.516652,77.93,0.8977,91.41
117,玉溪市江川区李兰花卉种植,24.272625,102.750075,89.93,0.9971,90.51
118,维花卉种植基地,24.817725,102.952375,40.04,0.5046,95.08
119,家斌花卉种植园,24.371775,102.518675,77.02,0.8748,91.62
120,千艺花卉,24.382159,102.529621,76.97,0.8737,91.63
121,博联(通海县)花卉专业合作社,24.12153,102.665516,116.25,1.3501,87.37
122,惜媛花卉种植园,24.399175,102.795325,74.76,0.8112,92.21
123,江川区锦绣花卉种植园,24.402436,102.795829,75.32,0.8166,92.16
124,云玉隆丰云尚鲜花基地,24.290775,102.630275,91.67,1.0782,89.78
125,嘉悦鲜花种植基地,24.302332,102.500773,86.0,1.0158,90.34
126,玉溪珑润农业(花卉基地),24.450685,102.541924,67.64,0.7409,92.86
127,春和兰花栽培产业园,24.389838,102.529157,74.56,0.8132,92.19
128,玉溪市福禄绣球研和基地,24.261256,102.507425,91.53,1.0066,90.42
129,鑫鑫多肉种植基地,24.482436,102.568206,64.07,0.709,93.16
130,红塔兰花种植基地诺道兰坊,24.339362,102.576441,84.27,0.9133,91.27
131,周灿园艺多肉基地,24.519757,102.512584,86.97,1.31,87.72
132,宝盛兰苑种植基地,24.389775,102.528125,74.56,0.8132,92.19
133,有花漾玫瑰种苗基地,24.423545,102.557048,71.53,0.7846,92.45
134,玉溪百佳农业公司百佳育苗场,24.412183,102.557275,73.81,0.8322,92.01
135,裕苓育苗,24.183808,102.60936,112.25,1.1986,88.7
136,原态蔬菜专业合作社,24.129932,102.650675,120.62,1.353,87.35
137,千艺苗圃,24.151512,102.658071,116.04,1.2924,87.88
138,通海县罗吉茁然育苗基地,24.122404,102.660895,117.0,1.3727,87.17
139,亿源种苗,24.118355,102.68811,113.95,1.2926,87.87
140,富兴育苗厂,24.17285,102.69805,105.31,1.1324,89.29
141,富生种苗二号基地,24.134722,102.695855,111.5,1.2167,88.54
142,欣欣种苗,24.149955,102.705818,112.62,1.2238,88.48
143,云花育苗基地,24.167653,102.71671,107.56,1.1823,88.85
144,通海财源涛涛育苗基地,24.167179,102.716912,107.56,1.1823,88.85
145,香当俏玫瑰花基地,25.303576,103.528249,120.96,1.5833,85.36
146,亿坤花卉种植基地,25.492609,103.884299,163.46,1.8399,83.19
147,慧远花卉种植基地,25.535952,103.86681,161.38,1.8039,83.49
148,陆良诺妍花卉有限公司,25.049437,103.616354,125.49,1.3575,87.31
149,马龙县宜龙花卉园,25.456394,103.609706,144.89,1.6123,85.11
150,谦诚花卉种植园,24.992758,103.66758,128.59,1.4117,86.83
151,兴隆花卉基地,25.023057,103.611627,121.93,1.3213,87.62
152,宣威市昌泰花卉种植园,26.238053,104.103016,247.84,2.6259,76.91
153,马龙区梦曦花卉园艺园,25.203925,103.455725,104.56,1.2652,88.12
154,宣威市茂茂花卉种植中心,26.171616,104.124177,245.87,2.5856,77.22
155,谷阳花卉玫瑰种植基地,25.454725,103.872775,156.76,1.79,83.61
156,守拙环境农业花卉盆景观光园,25.468125,103.844575,154.26,1.6744,84.58
157,锦程花卉苗圃,25.468825,103.566633,131.41,1.3839,87.08
158,罗平县长底乡海子花卉种植基地,24.999084,104.404342,239.17,2.5274,77.67
159,小蟹盆景园,24.823811,103.962351,176.88,1.8701,82.94
160,新妍花卉基地,26.065739,103.765833,198.55,2.1321,80.8
161,悦鑫花卉家禽集散中心,25.522824,103.833212,156.24,1.6592,84.71
162,盛禾蔬菜花卉种植基地,25.282234,103.862272,158.11,1.661,84.7
163,大腾花卉种植场,25.453832,103.872473,167.31,1.7248,84.16
164,龙珠蔬菜花卉园,25.563027,103.841723,159.33,1.6416,84.86
165,润艺花卉种植基地,24.981827,103.668617,127.8,1.3855,87.06
166,爱之花鲜花种植基地,24.850275,103.483875,98.31,1.1966,88.72
167,陆良县大莫古镇盛楠花卉种植园,24.878432,103.50741,107.22,1.2259,88.46
168,照红花卉园艺经营部,25.508812,103.820655,154.03,1.6152,85.09
169,三和盆景园,26.219538,104.092062,245.71,2.5567,77.44
170,宣威雅艺阁盆景园,26.237178,104.100863,247.84,2.6259,76.91
171,云佳卉鲜切花种植基地,24.949195,103.724619,140.74,1.5681,85.49
172,云南煜天农业(逸禾花卉)发展有限公司,24.904349,103.71825,135.25,1.4554,86.46
173,曲靖发投集团苗木基地,25.448265,103.776512,143.48,1.5815,85.37
174,大莫古小团山苗圃,24.939581,103.575913,111.21,1.1911,88.77
175,理想园艺,25.027614,103.685438,130.44,1.4721,86.31
176,初芽新笙绣球种植园,25.368375,103.414675,108.45,1.1759,88.91
177,曲靖清瑞苗木种植有限公司,25.464325,103.650275,134.15,1.5405,85.72
178,一江种苗,24.984164,103.597942,117.0,1.2195,88.52
179,牧野之歌农业开发有限公司牡丹种植基地,25.603719,103.832958,165.89,1.7206,84.19
180,沾益西平正兴苗圃,25.625713,103.83754,168.13,1.7457,83.98
181,沾益西平云林苗圃,25.640844,103.856825,168.43,1.7326,84.09
182,东南多肉基地,25.468676,103.844257,154.18,1.6718,84.61
183,宗兴多肉种植基地,25.455183,103.870924,156.49,1.7831,83.67
184,越州镇大梨树育苗工场,25.259846,103.863549,161.08,1.7038,84.33
185,诚信农副产品杨梅苗种植基地,26.292803,104.246136,267.2,2.7363,76.06
186,会泽老鹰刺盆景种植基地,26.434133,103.279216,227.96,2.3795,78.82
187,丰沃集团·云南丰沃农业育苗基地,25.241925,103.390975,100.18,1.1558,89.09
188,马龙区林林苗木种植园,25.18696,103.412569,96.88,1.0732,89.82
189,长青苗圃,26.528499,103.606563,242.32,2.6308,76.87
190,诗雅园玫瑰种植园,25.206425,103.458075,104.25,1.2573,88.19
191,云南我种花马龙基地,25.235168,103.49824,107.41,1.1731,88.93
192,马龙区禾田苗木种植园,25.393597,103.56263,125.8,1.3399,87.46
193,云南久耀食用玫瑰花基地,24.858421,103.512215,109.89,1.3148,87.68
194,石林县云奎园艺苗圃,24.938692,103.547361,108.27,1.1493,89.14
195,优花农业冬青种植总基地,25.234325,103.590325,126.04,1.4794,86.25
196,垂柳种植基地,25.449606,103.636454,132.52,1.5307,85.81
197,云投苗木基地,25.239644,103.646608,132.9,1.7083,84.3
198,陆良盛源苗圃,25.07752,103.678237,129.99,1.3532,87.34
199,昕玉苗圃,25.418871,103.732399,143.3,1.5769,85.41
200,玉辉育苗基地有限公司,24.980914,103.691111,129.51,1.4692,86.34
201,新绿航漂苗基地,25.056921,103.700356,131.31,1.4223,86.74
202,平盛漂苗基地,25.064115,103.711526,132.74,1.4583,86.43
203,海燕漂苗,25.067374,103.714251,134.14,1.4931,86.13
204,欣怡种苗基地,25.015544,103.713645,132.38,1.5205,85.89
205,农场红云种苗,25.015273,103.715406,132.38,1.5205,85.89
206,鑫源漂苗基地,25.070418,103.722099,134.25,1.4958,86.11
207,云柄多肉曲靖盘江基地,25.708389,103.819673,179.03,1.9207,82.52
208,沾益西平大水塘苗圃,25.629801,103.832839,168.71,1.7579,83.88
209,兴祥苗圃,25.626355,103.835386,168.2,1.7467,83.97
210,沾益西平洪欣园艺场,25.62636,103.837002,168.2,1.7467,83.97
211,鑫能苗圃,25.62612,103.837621,168.2,1.7467,83.97
212,曲靖兰花基地,25.500775,103.842775,157.18,1.6899,84.45
213,曲靖市麒麟区越州镇上坡村秱秂漂苗基地,25.340877,103.856523,151.54,1.7004,84.36
214,杨家坝蔬菜大棚种植,25.49512,103.88139,163.13,1.8316,83.26
215,永泉锦阳苗圃种植园,25.497999,103.888913,163.02,1.8289,83.29
216,云南阳阳多肉1号基地,25.259247,103.864727,161.21,1.7082,84.3
217,宣威市双福园林绿化基地,26.254408,104.072559,251.9,2.6173,76.97
218,永安西梅园,25.991126,104.053225,223.61,2.4162,78.54
219,苗木花卉基地,24.977143,101.595187,164.06,1.8124,83.42
220,禄丰中村云之兰花卉种植基地,25.258849,102.056411,122.2,1.5512,85.63
221,大姚鑫莹花卉种植专业合作社,25.662441,101.264305,239.6,2.7243,76.15
222,云南五杰花卉有限公司,25.096982,101.509408,166.51,1.7558,83.9
223,禄丰鸿运来花卉种植基地,25.240915,102.298618,107.47,1.1691,88.97
224,春叶花卉农场,24.9987,101.881496,116.42,1.2453,88.29
225,种花班花卉种植基地,25.426201,102.286813,110.1,1.3462,87.4
226,玫瑰花基地,24.954825,102.215175,75.79,0.8428,91.92
227,大姚梓皓花卉专业合作社,25.676925,101.270975,238.28,2.68,76.49
228,禄丰名一花卉种植园,25.223404,102.287045,86.95,0.9879,90.59
229,茗川花卉玫瑰种植基地,25.268459,102.27405,93.29,1.1124,89.47
230,淏诚农业花卉种植园,25.183195,101.271668,193.66,2.0129,81.77
231,武定县鸿卉花业种植园,25.509608,102.419811,,,
232,卉彩基地,25.573097,101.234609,231.24,2.4358,78.38
233,三姐苗圃,25.765334,101.848647,191.66,2.0288,81.64
234,博雅园林苗圃,24.990847,101.611587,166.42,1.8517,83.1
