factory_id,factory_lat,factory_lon,store_id,store_lat,store_lon,distance_km,travel_h
11,25.098182,102.725621,2,25.038431,102.708774,9.49,0.1884
11,25.098182,102.725621,5,25.036758,102.711479,9.5,0.1734
11,25.098182,102.725621,24,25.036582,102.720998,9.7,0.1768
11,25.098182,102.725621,7,25.036777,102.709338,9.71,0.1769
11,25.098182,102.725621,32,25.037792,102.720133,9.77,0.178
11,25.098182,102.725621,47,25.029787,102.723431,10.14,0.184
11,25.098182,102.725621,20,25.039458,102.708842,10.17,0.1968
11,25.098182,102.725621,27,25.03954,102.708709,10.17,0.1968
11,25.098182,102.725621,65,25.045393,102.699744,10.38,0.202
11,25.098182,102.725621,41,25.029838,102.731797,10.39,0.1906
11,25.098182,102.725621,4,25.033193,102.720373,10.45,0.1967
11,25.098182,102.725621,3,25.023279,102.713511,10.88,0.1997
11,25.098182,102.725621,34,25.021039,102.723025,10.91,0.2042
11,25.098182,102.725621,22,25.01892,102.721192,10.93,0.205
11,25.098182,102.725621,12,25.036139,102.711831,11.0,0.1984
11,25.098182,102.725621,45,25.035975,102.712825,11.08,0.1998
11,25.098182,102.725621,26,25.032488,102.709097,11.21,0.2082
11,25.098182,102.725621,18,25.030005,102.734582,11.37,0.2153
11,25.098182,102.725621,37,25.062727,102.656527,12.02,0.2083
11,25.098182,102.725621,44,25.037148,102.662709,13.21,0.2207
11,25.098182,102.725621,16,25.007315,102.709421,13.24,0.2537
11,25.098182,102.725621,52,25.020036,102.709004,13.37,0.2571
11,25.098182,102.725621,39,25.006938,102.710096,13.62,0.2653
11,25.098182,102.725621,35,25.01759,102.720254,13.98,0.2073
11,25.098182,102.725621,8,25.017778,102.718046,14.21,0.2102
11,25.098182,102.725621,42,25.012332,102.741341,14.34,0.2344
11,25.098182,102.725621,10,25.008485,102.683689,14.73,0.2746
11,25.098182,102.725621,67,25.006243,102.735529,15.51,0.2415
11,25.098182,102.725621,55,24.992294,102.684547,16.49,0.2898
11,25.098182,102.725621,30,24.993108,102.684326,16.99,0.2984
11,25.098182,102.725621,28,24.985728,102.675479,17.83,0.3221
11,25.098182,102.725621,54,24.976499,102.763515,18.22,0.2786
11,25.098182,102.725621,11,24.975782,102.761436,18.29,0.2808
11,25.098182,102.725621,66,24.977922,102.713,18.86,0.3251
11,25.098182,102.725621,57,24.967684,102.666279,19.87,0.3558
11,25.098182,102.725621,51,24.951159,102.762866,21.27,0.331
11,25.098182,102.725621,15,24.946946,102.766473,21.47,0.326
11,25.098182,102.725621,64,24.953883,102.75418,21.68,0.3466
11,25.098182,102.725621,48,24.954918,102.754512,21.81,0.3529
11,25.098182,102.725621,33,24.967073,102.792852,23.87,0.3236
11,25.098182,102.725621,31,24.902825,102.788144,28.34,0.3647
11,25.098182,102.725621,61,24.903374,102.787903,28.34,0.3647
11,25.098182,102.725621,38,24.877277,102.825018,32.23,0.3959
11,25.098182,102.725621,49,24.880873,102.824558,33.02,0.4115
11,25.098182,102.725621,58,24.887839,102.825318,33.96,0.4232
11,25.098182,102.725621,43,24.856251,102.836921,34.55,0.4326
11,25.098182,102.725621,46,24.857566,102.860076,37.44,0.5093
13,25.27683,103.03841,63,25.103131,102.733174,47.82,0.6336
13,25.27683,103.03841,40,25.107158,102.728729,48.68,0.6507
15,24.905955,102.777598,31,24.902825,102.788144,1.36,0.0438
15,24.905955,102.777598,61,24.903374,102.787903,1.36,0.0438
15,24.905955,102.777598,58,24.887839,102.825318,7.33,0.1513
15,24.905955,102.777598,49,24.880873,102.824558,7.39,0.1558
15,24.905955,102.777598,51,24.951159,102.762866,8.41,0.1791
15,24.905955,102.777598,64,24.953883,102.75418,8.55,0.1877
15,24.905955,102.777598,15,24.946946,102.766473,8.61,0.1741
15,24.905955,102.777598,48,24.954918,102.754512,8.63,0.1927
15,24.905955,102.777598,38,24.877277,102.825018,9.2,0.1471
15,24.905955,102.777598,33,24.967073,102.792852,10.11,0.1751
15,24.905955,102.777598,54,24.976499,102.763515,10.53,0.2131
15,24.905955,102.777598,11,24.975782,102.761436,10.6,0.2153
15,24.905955,102.777598,43,24.856251,102.836921,11.52,0.1838
15,24.905955,102.777598,46,24.857566,102.860076,14.41,0.2604
15,24.905955,102.777598,66,24.977922,102.713,18.06,0.2756
15,24.905955,102.777598,18,25.030005,102.734582,18.79,0.264
15,24.905955,102.777598,42,25.012332,102.741341,18.91,0.2698
15,24.905955,102.777598,35,25.01759,102.720254,19.6,0.258
15,24.905955,102.777598,8,25.017778,102.718046,19.83,0.2609
15,24.905955,102.777598,41,25.029838,102.731797,19.86,0.2767
15,24.905955,102.777598,28,24.985728,102.675479,20.41,0.3121
15,24.905955,102.777598,24,25.036582,102.720998,20.48,0.2845
15,24.905955,102.777598,32,25.037792,102.720133,20.55,0.2857
15,24.905955,102.777598,47,25.029787,102.723431,20.59,0.2786
15,24.905955,102.777598,3,25.023279,102.713511,20.76,0.2793
15,24.905955,102.777598,53,25.042435,102.722253,20.91,0.2976
15,24.905955,102.777598,4,25.033193,102.720373,20.92,0.292
15,24.905955,102.777598,67,25.006243,102.735529,21.13,0.2922
15,24.905955,102.777598,34,25.021039,102.723025,21.17,0.2925
15,24.905955,102.777598,22,25.01892,102.721192,21.37,0.2989
15,24.905955,102.777598,59,25.035963,102.712313,21.37,0.2993
15,24.905955,102.777598,57,24.967684,102.666279,21.44,0.3291
15,24.905955,102.777598,5,25.036758,102.711479,21.47,0.301
15,24.905955,102.777598,7,25.036777,102.709338,21.68,0.3044
15,24.905955,102.777598,1,25.038232,102.709463,21.88,0.3191
15,24.905955,102.777598,6,25.038259,102.709537,21.88,0.3191
15,24.905955,102.777598,23,25.038231,102.709577,21.88,0.3191
15,24.905955,102.777598,2,25.038431,102.708774,21.95,0.3217
15,24.905955,102.777598,30,24.993108,102.684326,22.01,0.3181
15,24.905955,102.777598,36,25.039971,102.711598,22.01,0.3163
15,24.905955,102.777598,16,25.007315,102.709421,22.06,0.3122
15,24.905955,102.777598,26,25.032488,102.709097,22.15,0.3179
15,24.905955,102.777598,52,25.020036,102.709004,22.19,0.3157
15,24.905955,102.777598,56,25.045098,102.714254,22.19,0.313
15,24.905955,102.777598,62,25.056526,102.734395,22.19,0.3019
15,24.905955,102.777598,39,25.006938,102.710096,22.21,0.3163
15,24.905955,102.777598,9,25.040698,102.708656,22.24,0.3219
15,24.905955,102.777598,14,25.044113,102.70872,22.62,0.3385
15,24.905955,102.777598,13,25.050038,102.713552,22.68,0.3257
15,24.905955,102.777598,20,25.039458,102.708842,22.89,0.3345
15,24.905955,102.777598,27,25.03954,102.708709,22.89,0.3345
15,24.905955,102.777598,12,25.036139,102.711831,22.97,0.326
15,24.905955,102.777598,45,25.035975,102.712825,23.05,0.3274
15,24.905955,102.777598,19,25.049371,102.707042,23.41,0.3369
15,24.905955,102.777598,65,25.045393,102.699744,23.49,0.3531
15,24.905955,102.777598,50,25.065918,102.723109,23.65,0.3409
15,24.905955,102.777598,21,25.054849,102.704789,24.04,0.355
15,24.905955,102.777598,29,25.048151,102.698887,24.2,0.3507
15,24.905955,102.777598,25,25.044307,102.698815,24.24,0.3498
15,24.905955,102.777598,10,25.008485,102.683689,24.26,0.3268
15,24.905955,102.777598,55,24.992294,102.684547,24.98,0.3259
15,24.905955,102.777598,44,25.037148,102.662709,27.34,0.3731
15,24.905955,102.777598,60,25.102171,102.731267,28.2,0.3962
15,24.905955,102.777598,63,25.103131,102.733174,28.7,0.4054
15,24.905955,102.777598,40,25.107158,102.728729,29.98,0.4161
15,24.905955,102.777598,37,25.062727,102.656527,30.15,0.4186
15,24.905955,102.777598,68,24.671241,102.915366,39.99,0.4763
16,24.583286,102.568846,43,24.856251,102.836921,46.71,0.5237
16,24.583286,102.568846,38,24.877277,102.825018,47.96,0.5465
16,24.583286,102.568846,49,24.880873,102.824558,48.75,0.562
16,24.583286,102.568846,46,24.857566,102.860076,49.61,0.6004
16,24.583286,102.568846,58,24.887839,102.825318,49.69,0.5738
17,24.897744,102.782571,31,24.902825,102.788144,3.59,0.0898
17,24.897744,102.782571,61,24.903374,102.787903,3.59,0.0898
17,24.897744,102.782571,38,24.877277,102.825018,7.08,0.1442
17,24.897744,102.782571,49,24.880873,102.824558,7.86,0.1597
17,24.897744,102.782571,58,24.887839,102.825318,8.8,0.1715
17,24.897744,102.782571,43,24.856251,102.836921,9.39,0.1809
17,24.897744,102.782571,51,24.951159,102.762866,12.13,0.2504
17,24.897744,102.782571,46,24.857566,102.860076,12.29,0.2575
17,24.897744,102.782571,15,24.946946,102.766473,12.33,0.2453
17,24.897744,102.782571,33,24.967073,102.792852,12.34,0.2211
17,24.897744,102.782571,64,24.953883,102.75418,14.88,0.2522
17,24.897744,102.782571,48,24.954918,102.754512,14.97,0.2572
17,24.897744,102.782571,54,24.976499,102.763515,15.06,0.2667
17,24.897744,102.782571,11,24.975782,102.761436,15.13,0.2689
17,24.897744,102.782571,57,24.967684,102.666279,17.73,0.3554
17,24.897744,102.782571,66,24.977922,102.713,20.29,0.3216
17,24.897744,102.782571,18,25.030005,102.734582,21.02,0.31
17,24.897744,102.782571,42,25.012332,102.741341,21.13,0.3158
17,24.897744,102.782571,35,25.01759,102.720254,21.82,0.304
17,24.897744,102.782571,8,25.017778,102.718046,22.06,0.3069
17,24.897744,102.782571,41,25.029838,102.731797,22.09,0.3226
17,24.897744,102.782571,28,24.985728,102.675479,22.64,0.3581
17,24.897744,102.782571,24,25.036582,102.720998,22.7,0.3305
17,24.897744,102.782571,32,25.037792,102.720133,22.78,0.3317
17,24.897744,102.782571,47,25.029787,102.723431,22.81,0.3246
17,24.897744,102.782571,3,25.023279,102.713511,22.98,0.3253
17,24.897744,102.782571,53,25.042435,102.722253,23.13,0.3436
17,24.897744,102.782571,4,25.033193,102.720373,23.14,0.338
17,24.897744,102.782571,67,25.006243,102.735529,23.36,0.3382
17,24.897744,102.782571,34,25.021039,102.723025,23.4,0.3384
17,24.897744,102.782571,22,25.01892,102.721192,23.59,0.3449
17,24.897744,102.782571,59,25.035963,102.712313,23.59,0.3453
17,24.897744,102.782571,5,25.036758,102.711479,23.69,0.347
17,24.897744,102.782571,7,25.036777,102.709338,23.9,0.3504
17,24.897744,102.782571,1,25.038232,102.709463,24.1,0.3651
17,24.897744,102.782571,6,25.038259,102.709537,24.1,0.3651
17,24.897744,102.782571,23,25.038231,102.709577,24.1,0.3651
17,24.897744,102.782571,2,25.038431,102.708774,24.18,0.3677
17,24.897744,102.782571,30,24.993108,102.684326,24.24,0.364
17,24.897744,102.782571,36,25.039971,102.711598,24.24,0.3622
17,24.897744,102.782571,16,25.007315,102.709421,24.28,0.3582
17,24.897744,102.782571,26,25.032488,102.709097,24.37,0.3638
17,24.897744,102.782571,52,25.020036,102.709004,24.41,0.3616
17,24.897744,102.782571,56,25.045098,102.714254,24.41,0.359
17,24.897744,102.782571,62,25.056526,102.734395,24.41,0.3479
17,24.897744,102.782571,39,25.006938,102.710096,24.44,0.3623
17,24.897744,102.782571,9,25.040698,102.708656,24.46,0.3679
17,24.897744,102.782571,14,25.044113,102.70872,24.84,0.3845
17,24.897744,102.782571,13,25.050038,102.713552,24.91,0.3716
17,24.897744,102.782571,20,25.039458,102.708842,25.11,0.3805
17,24.897744,102.782571,27,25.03954,102.708709,25.11,0.3805
17,24.897744,102.782571,12,25.036139,102.711831,25.2,0.372
17,24.897744,102.782571,45,25.035975,102.712825,25.28,0.3734
17,24.897744,102.782571,19,25.049371,102.707042,25.63,0.3829
17,24.897744,102.782571,65,25.045393,102.699744,25.71,0.3991
17,24.897744,102.782571,50,25.065918,102.723109,25.87,0.3869
17,24.897744,102.782571,21,25.054849,102.704789,26.26,0.4009
17,24.897744,102.782571,29,25.048151,102.698887,26.42,0.3967
17,24.897744,102.782571,25,25.044307,102.698815,26.46,0.3958
17,24.897744,102.782571,10,25.008485,102.683689,26.48,0.3728
17,24.897744,102.782571,55,24.992294,102.684547,27.2,0.3718
17,24.897744,102.782571,44,25.037148,102.662709,29.56,0.4191
17,24.897744,102.782571,60,25.102171,102.731267,30.43,0.4421
17,24.897744,102.782571,63,25.103131,102.733174,30.93,0.4513
17,24.897744,102.782571,40,25.107158,102.728729,32.2,0.4621
17,24.897744,102.782571,37,25.062727,102.656527,32.38,0.4646
17,24.897744,102.782571,68,24.671241,102.915366,37.86,0.4734
18,25.593,101.234423,81,25.506333,101.237699,11.83,0.2001
20,24.908927,102.841598,58,24.887839,102.825318,3.48,0.0738
20,24.908927,102.841598,49,24.880873,102.824558,4.56,0.0965
20,24.908927,102.841598,38,24.877277,102.825018,4.78,0.0977
20,24.908927,102.841598,46,24.857566,102.860076,6.97,0.1786
20,24.908927,102.841598,43,24.856251,102.836921,7.2,0.1365
20,24.908927,102.841598,31,24.902825,102.788144,8.09,0.1721
20,24.908927,102.841598,61,24.903374,102.787903,8.09,0.1721
20,24.908927,102.841598,51,24.951159,102.762866,14.44,0.2777
20,24.908927,102.841598,15,24.946946,102.766473,14.63,0.2726
20,24.908927,102.841598,33,24.967073,102.792852,15.39,0.2533
20,24.908927,102.841598,64,24.953883,102.75418,17.17,0.2771
20,24.908927,102.841598,48,24.954918,102.754512,17.26,0.2821
20,24.908927,102.841598,54,24.976499,102.763515,18.12,0.2989
20,24.908927,102.841598,11,24.975782,102.761436,18.18,0.3011
20,24.908927,102.841598,66,24.977922,102.713,22.58,0.3465
20,24.908927,102.841598,18,25.030005,102.734582,23.79,0.3354
20,24.908927,102.841598,42,25.012332,102.741341,23.9,0.3411
20,24.908927,102.841598,35,25.01759,102.720254,24.59,0.3294
20,24.908927,102.841598,8,25.017778,102.718046,24.83,0.3323
20,24.908927,102.841598,41,25.029838,102.731797,24.86,0.348
20,24.908927,102.841598,28,24.985728,102.675479,24.93,0.383
20,24.908927,102.841598,24,25.036582,102.720998,25.47,0.3558
20,24.908927,102.841598,32,25.037792,102.720133,25.54,0.357
20,24.908927,102.841598,47,25.029787,102.723431,25.58,0.3499
20,24.908927,102.841598,3,25.023279,102.713511,25.75,0.3507
20,24.908927,102.841598,53,25.042435,102.722253,25.9,0.3689
20,24.908927,102.841598,4,25.033193,102.720373,25.91,0.3633
20,24.908927,102.841598,57,24.967684,102.666279,25.95,0.4
20,24.908927,102.841598,67,25.006243,102.735529,26.13,0.3635
20,24.908927,102.841598,34,25.021039,102.723025,26.16,0.3638
20,24.908927,102.841598,22,25.01892,102.721192,26.36,0.3703
20,24.908927,102.841598,59,25.035963,102.712313,26.36,0.3706
20,24.908927,102.841598,5,25.036758,102.711479,26.46,0.3723
20,24.908927,102.841598,30,24.993108,102.684326,26.53,0.3889
20,24.908927,102.841598,7,25.036777,102.709338,26.67,0.3758
20,24.908927,102.841598,1,25.038232,102.709463,26.87,0.3904
20,24.908927,102.841598,6,25.038259,102.709537,26.87,0.3904
20,24.908927,102.841598,23,25.038231,102.709577,26.87,0.3904
20,24.908927,102.841598,2,25.038431,102.708774,26.95,0.3931
20,24.908927,102.841598,36,25.039971,102.711598,27.01,0.3876
20,24.908927,102.841598,16,25.007315,102.709421,27.05,0.3836
20,24.908927,102.841598,26,25.032488,102.709097,27.14,0.3892
20,24.908927,102.841598,52,25.020036,102.709004,27.18,0.387
20,24.908927,102.841598,56,25.045098,102.714254,27.18,0.3844
20,24.908927,102.841598,62,25.056526,102.734395,27.18,0.3732
20,24.908927,102.841598,39,25.006938,102.710096,27.2,0.3876
20,24.908927,102.841598,9,25.040698,102.708656,27.23,0.3932
20,24.908927,102.841598,14,25.044113,102.70872,27.61,0.4098
20,24.908927,102.841598,13,25.050038,102.713552,27.67,0.397
20,24.908927,102.841598,20,25.039458,102.708842,27.88,0.4059
20,24.908927,102.841598,27,25.03954,102.708709,27.88,0.4059
20,24.908927,102.841598,12,25.036139,102.711831,27.97,0.3974
20,24.908927,102.841598,45,25.035975,102.712825,28.05,0.3987
20,24.908927,102.841598,19,25.049371,102.707042,28.4,0.4082
20,24.908927,102.841598,65,25.045393,102.699744,28.48,0.4244
20,24.908927,102.841598,50,25.065918,102.723109,28.64,0.4123
20,24.908927,102.841598,10,25.008485,102.683689,28.78,0.3977
20,24.908927,102.841598,21,25.054849,102.704789,29.03,0.4263
20,24.908927,102.841598,29,25.048151,102.698887,29.19,0.422
20,24.908927,102.841598,25,25.044307,102.698815,29.23,0.4212
20,24.908927,102.841598,55,24.992294,102.684547,29.49,0.3967
20,24.908927,102.841598,44,25.037148,102.662709,32.33,0.4444
20,24.908927,102.841598,60,25.102171,102.731267,33.2,0.4675
20,24.908927,102.841598,63,25.103131,102.733174,33.7,0.4767
20,24.908927,102.841598,40,25.107158,102.728729,34.97,0.4874
20,24.908927,102.841598,37,25.062727,102.656527,35.14,0.49
20,24.908927,102.841598,68,24.671241,102.915366,38.17,0.4887
21,24.91283,102.777291,31,24.902825,102.788144,2.19,0.0714
21,24.91283,102.777291,61,24.903374,102.787903,2.19,0.0714
21,24.91283,102.777291,58,24.887839,102.825318,7.29,0.1333
21,24.91283,102.777291,49,24.880873,102.824558,7.34,0.1378
21,24.91283,102.777291,51,24.951159,102.762866,7.39,0.145
21,24.91283,102.777291,64,24.953883,102.75418,7.52,0.1536
21,24.91283,102.777291,38,24.877277,102.825018,7.56,0.1391
21,24.91283,102.777291,15,24.946946,102.766473,7.59,0.14
21,24.91283,102.777291,48,24.954918,102.754512,7.61,0.1586
21,24.91283,102.777291,54,24.976499,102.763515,9.51,0.179
21,24.91283,102.777291,11,24.975782,102.761436,9.57,0.1812
21,24.91283,102.777291,33,24.967073,102.792852,10.39,0.1691
21,24.91283,102.777291,43,24.856251,102.836921,11.79,0.1778
21,24.91283,102.777291,66,24.977922,102.713,12.69,0.2526
21,24.91283,102.777291,46,24.857566,102.860076,14.69,0.2544
21,24.91283,102.777291,30,24.993108,102.684326,16.19,0.2978
21,24.91283,102.777291,55,24.992294,102.684547,17.06,0.3126
21,24.91283,102.777291,18,25.030005,102.734582,19.07,0.258
21,24.91283,102.777291,42,25.012332,102.741341,19.18,0.2638
21,24.91283,102.777291,35,25.01759,102.720254,19.87,0.252
21,24.91283,102.777291,8,25.017778,102.718046,20.11,0.2549
21,24.91283,102.777291,41,25.029838,102.731797,20.14,0.2706
21,24.91283,102.777291,28,24.985728,102.675479,20.69,0.3061
21,24.91283,102.777291,24,25.036582,102.720998,20.75,0.2785
21,24.91283,102.777291,32,25.037792,102.720133,20.83,0.2797
21,24.91283,102.777291,47,25.029787,102.723431,20.86,0.2726
21,24.91283,102.777291,3,25.023279,102.713511,21.03,0.2733
21,24.91283,102.777291,53,25.042435,102.722253,21.18,0.2916
21,24.91283,102.777291,4,25.033193,102.720373,21.19,0.286
21,24.91283,102.777291,67,25.006243,102.735529,21.41,0.2862
21,24.91283,102.777291,34,25.021039,102.723025,21.44,0.2864
21,24.91283,102.777291,22,25.01892,102.721192,21.64,0.2929
21,24.91283,102.777291,59,25.035963,102.712313,21.64,0.2933
21,24.91283,102.777291,57,24.967684,102.666279,21.71,0.3231
21,24.91283,102.777291,5,25.036758,102.711479,21.74,0.295
21,24.91283,102.777291,7,25.036777,102.709338,21.95,0.2984
21,24.91283,102.777291,1,25.038232,102.709463,22.15,0.3131
21,24.91283,102.777291,6,25.038259,102.709537,22.15,0.3131
21,24.91283,102.777291,23,25.038231,102.709577,22.15,0.3131
21,24.91283,102.777291,2,25.038431,102.708774,22.23,0.3157
21,24.91283,102.777291,36,25.039971,102.711598,22.29,0.3102
21,24.91283,102.777291,16,25.007315,102.709421,22.33,0.3062
21,24.91283,102.777291,26,25.032488,102.709097,22.42,0.3118
21,24.91283,102.777291,52,25.020036,102.709004,22.46,0.3096
21,24.91283,102.777291,56,25.045098,102.714254,22.46,0.307
21,24.91283,102.777291,62,25.056526,102.734395,22.46,0.2959
21,24.91283,102.777291,39,25.006938,102.710096,22.48,0.3103
21,24.91283,102.777291,9,25.040698,102.708656,22.51,0.3159
21,24.91283,102.777291,14,25.044113,102.70872,22.89,0.3325
21,24.91283,102.777291,13,25.050038,102.713552,22.96,0.3196
21,24.91283,102.777291,20,25.039458,102.708842,23.16,0.3285
21,24.91283,102.777291,27,25.03954,102.708709,23.16,0.3285
21,24.91283,102.777291,12,25.036139,102.711831,23.25,0.32
21,24.91283,102.777291,45,25.035975,102.712825,23.33,0.3213
21,24.91283,102.777291,19,25.049371,102.707042,23.68,0.3309
21,24.91283,102.777291,65,25.045393,102.699744,23.76,0.3471
21,24.91283,102.777291,50,25.065918,102.723109,23.92,0.3349
21,24.91283,102.777291,21,25.054849,102.704789,24.31,0.3489
21,24.91283,102.777291,29,25.048151,102.698887,24.47,0.3447
21,24.91283,102.777291,25,25.044307,102.698815,24.51,0.3438
21,24.91283,102.777291,10,25.008485,102.683689,24.53,0.3208
21,24.91283,102.777291,44,25.037148,102.662709,27.61,0.3671
21,24.91283,102.777291,60,25.102171,102.731267,28.48,0.3901
21,24.91283,102.777291,63,25.103131,102.733174,28.98,0.3993
21,24.91283,102.777291,40,25.107158,102.728729,30.25,0.4101
21,24.91283,102.777291,37,25.062727,102.656527,30.42,0.4126
21,24.91283,102.777291,68,24.671241,102.915366,40.26,0.4703
22,24.905761,102.777504,31,24.902825,102.788144,1.36,0.0438
22,24.905761,102.777504,61,24.903374,102.787903,1.36,0.0438
22,24.905761,102.777504,58,24.887839,102.825318,7.33,0.1513
22,24.905761,102.777504,49,24.880873,102.824558,7.39,0.1558
22,24.905761,102.777504,51,24.951159,102.762866,8.41,0.1791
22,24.905761,102.777504,64,24.953883,102.75418,8.55,0.1877
22,24.905761,102.777504,15,24.946946,102.766473,8.61,0.1741
22,24.905761,102.777504,48,24.954918,102.754512,8.63,0.1927
22,24.905761,102.777504,38,24.877277,102.825018,9.2,0.1471
22,24.905761,102.777504,33,24.967073,102.792852,10.11,0.1751
22,24.905761,102.777504,54,24.976499,102.763515,10.53,0.2131
22,24.905761,102.777504,11,24.975782,102.761436,10.6,0.2153
22,24.905761,102.777504,43,24.856251,102.836921,11.52,0.1838
22,24.905761,102.777504,46,24.857566,102.860076,14.41,0.2604
22,24.905761,102.777504,66,24.977922,102.713,18.06,0.2756
22,24.905761,102.777504,18,25.030005,102.734582,18.79,0.264
22,24.905761,102.777504,42,25.012332,102.741341,18.91,0.2698
22,24.905761,102.777504,35,25.01759,102.720254,19.6,0.258
22,24.905761,102.777504,8,25.017778,102.718046,19.83,0.2609
22,24.905761,102.777504,41,25.029838,102.731797,19.86,0.2767
22,24.905761,102.777504,28,24.985728,102.675479,20.41,0.3121
22,24.905761,102.777504,24,25.036582,102.720998,20.48,0.2845
22,24.905761,102.777504,32,25.037792,102.720133,20.55,0.2857
22,24.905761,102.777504,47,25.029787,102.723431,20.59,0.2786
22,24.905761,102.777504,3,25.023279,102.713511,20.76,0.2793
22,24.905761,102.777504,53,25.042435,102.722253,20.91,0.2976
22,24.905761,102.777504,4,25.033193,102.720373,20.92,0.292
22,24.905761,102.777504,67,25.006243,102.735529,21.13,0.2922
22,24.905761,102.777504,34,25.021039,102.723025,21.17,0.2925
22,24.905761,102.777504,22,25.01892,102.721192,21.37,0.2989
22,24.905761,102.777504,59,25.035963,102.712313,21.37,0.2993
22,24.905761,102.777504,57,24.967684,102.666279,21.44,0.3291
22,24.905761,102.777504,5,25.036758,102.711479,21.47,0.301
22,24.905761,102.777504,7,25.036777,102.709338,21.68,0.3044
22,24.905761,102.777504,1,25.038232,102.709463,21.88,0.3191
22,24.905761,102.777504,6,25.038259,102.709537,21.88,0.3191
22,24.905761,102.777504,23,25.038231,102.709577,21.88,0.3191
22,24.905761,102.777504,2,25.038431,102.708774,21.95,0.3217
22,24.905761,102.777504,30,24.993108,102.684326,22.01,0.3181
22,24.905761,102.777504,36,25.039971,102.711598,22.01,0.3163
22,24.905761,102.777504,16,25.007315,102.709421,22.06,0.3122
22,24.905761,102.777504,26,25.032488,102.709097,22.15,0.3179
22,24.905761,102.777504,52,25.020036,102.709004,22.19,0.3157
22,24.905761,102.777504,56,25.045098,102.714254,22.19,0.313
22,24.905761,102.777504,62,25.056526,102.734395,22.19,0.3019
22,24.905761,102.777504,39,25.006938,102.710096,22.21,0.3163
22,24.905761,102.777504,9,25.040698,102.708656,22.24,0.3219
22,24.905761,102.777504,14,25.044113,102.70872,22.62,0.3385
22,24.905761,102.777504,13,25.050038,102.713552,22.68,0.3257
22,24.905761,102.777504,20,25.039458,102.708842,22.89,0.3345
22,24.905761,102.777504,27,25.03954,102.708709,22.89,0.3345
22,24.905761,102.777504,12,25.036139,102.711831,22.97,0.326
22,24.905761,102.777504,45,25.035975,102.712825,23.05,0.3274
22,24.905761,102.777504,19,25.049371,102.707042,23.41,0.3369
22,24.905761,102.777504,65,25.045393,102.699744,23.49,0.3531
22,24.905761,102.777504,50,25.065918,102.723109,23.65,0.3409
22,24.905761,102.777504,21,25.054849,102.704789,24.04,0.355
22,24.905761,102.777504,29,25.048151,102.698887,24.2,0.3507
22,24.905761,102.777504,25,25.044307,102.698815,24.24,0.3498
22,24.905761,102.777504,10,25.008485,102.683689,24.26,0.3268
22,24.905761,102.777504,55,24.992294,102.684547,24.98,0.3259
22,24.905761,102.777504,44,25.037148,102.662709,27.34,0.3731
22,24.905761,102.777504,60,25.102171,102.731267,28.2,0.3962
22,24.905761,102.777504,63,25.103131,102.733174,28.7,0.4054
22,24.905761,102.777504,40,25.107158,102.728729,29.98,0.4161
22,24.905761,102.777504,37,25.062727,102.656527,30.15,0.4186
22,24.905761,102.777504,68,24.671241,102.915366,39.99,0.4763
23,24.889422,102.792818,31,24.902825,102.788144,3.86,0.0743
23,24.889422,102.792818,61,24.903374,102.787903,3.86,0.0743
23,24.889422,102.792818,38,24.877277,102.825018,4.97,0.0883
23,24.889422,102.792818,49,24.880873,102.824558,5.76,0.1038
23,24.889422,102.792818,58,24.887839,102.825318,6.7,0.1156
23,24.889422,102.792818,43,24.856251,102.836921,7.29,0.125
23,24.889422,102.792818,46,24.857566,102.860076,10.19,0.2016
23,24.889422,102.792818,51,24.951159,102.762866,10.88,0.1967
23,24.889422,102.792818,15,24.946946,102.766473,11.08,0.1917
23,24.889422,102.792818,33,24.967073,102.792852,11.09,0.1674
23,24.889422,102.792818,64,24.953883,102.75418,13.65,0.1982
23,24.889422,102.792818,48,24.954918,102.754512,13.74,0.2032
23,24.889422,102.792818,54,24.976499,102.763515,13.81,0.213
23,24.889422,102.792818,11,24.975782,102.761436,13.88,0.2152
23,24.889422,102.792818,66,24.977922,102.713,19.06,0.2676
23,24.889422,102.792818,18,25.030005,102.734582,19.77,0.2564
23,24.889422,102.792818,42,25.012332,102.741341,19.88,0.2621
23,24.889422,102.792818,35,25.01759,102.720254,20.57,0.2503
23,24.889422,102.792818,8,25.017778,102.718046,20.81,0.2533
23,24.889422,102.792818,41,25.029838,102.731797,20.84,0.269
23,24.889422,102.792818,28,24.985728,102.675479,21.41,0.3041
23,24.889422,102.792818,24,25.036582,102.720998,21.45,0.2768
23,24.889422,102.792818,32,25.037792,102.720133,21.53,0.278
23,24.889422,102.792818,47,25.029787,102.723431,21.56,0.2709
23,24.889422,102.792818,3,25.023279,102.713511,21.73,0.2717
23,24.889422,102.792818,53,25.042435,102.722253,21.88,0.2899
23,24.889422,102.792818,4,25.033193,102.720373,21.89,0.2843
23,24.889422,102.792818,67,25.006243,102.735529,22.11,0.2845
23,24.889422,102.792818,34,25.021039,102.723025,22.15,0.2848
23,24.889422,102.792818,22,25.01892,102.721192,22.34,0.2913
23,24.889422,102.792818,59,25.035963,102.712313,22.34,0.2916
23,24.889422,102.792818,57,24.967684,102.666279,22.43,0.3211
23,24.889422,102.792818,5,25.036758,102.711479,22.44,0.2933
23,24.889422,102.792818,7,25.036777,102.709338,22.65,0.2968
